timestamp,frame_id,frame_name,affected_signal,category,severity,diagnosis,value,expected,possible_causes
0.4124,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4126,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4128,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.413,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4132,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4134,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4136,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4138,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.414,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4142,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4144,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4146,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4148,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.415,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4152,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4154,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4156,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.4158,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.416,0x102,ABS_Brake_Data,Bus Transmission Rate,DoS / Message Flooding Attack,CRITICAL,"DoS Flooding Attack / High-Frequency Burst: Frame 0x102 (ABS_Brake_Data) received with inter-message delta 0.20ms (expected nominal 10.0ms, ratio 0.02)",Delta = 0.20 ms,Nominal = 10.0 ms,Compromised ECU flooding the CAN bus (Denial of Service attack) | Replay attack continuously resending captured telemetry frames | ECU bus controller malfunction sending rapid retries
0.466,0x100,Engine_Data,Engine_Speed,Out-of-Range Signal,CRITICAL,"Signal 'Engine_Speed' value (16383.75 rpm) exceeds valid DBC bounds [0.0, 7000.0]",16383.75 rpm,"[0.0, 7000.0] rpm",Sensor short-circuit or physical hardware fault | Out-of-range signal injection attack by malicious node | Corrupted CAN payload frame or scaling offset mismatch
0.466,0x100,Engine_Data,Throttle_Pedal_Pct,Out-of-Range Signal,MEDIUM,"Signal 'Throttle_Pedal_Pct' value (102.00 %) exceeds valid DBC bounds [0.0, 100.0]",102.00 %,"[0.0, 100.0] %",Sensor short-circuit or physical hardware fault | Out-of-range signal injection attack by malicious node | Corrupted CAN payload frame or scaling offset mismatch
0.466,0x100,Engine_Data,Engine_Temp,Out-of-Range Signal,HIGH,"Signal 'Engine_Temp' value (215.00 degC) exceeds valid DBC bounds [-40.0, 125.0]",215.00 degC,"[-40.0, 125.0] degC",Sensor short-circuit or physical hardware fault | Out-of-range signal injection attack by malicious node | Corrupted CAN payload frame or scaling offset mismatch
0.466,0x100,Engine_Data,Frame DLC,Data Corruption / DLC Mismatch,HIGH,"DLC Mismatch: Frame 0x100 payload length is 4 bytes, but DBC spec expects 8 bytes",DLC = 4,DLC = 8,Spoofed CAN frame injected by non-conforming ECU | Truncated message payload or protocol version mismatch | Corrupted log file line
0.516,0x100,Engine_Data,Alive_Counter,Counter / Sequence Error,HIGH,Sequence Counter Error in 'Alive_Counter': Counter jumped from 0 to 2 (expected 1),Counter = 2,Counter = 1,Dropped / missing frames on CAN bus | Out-of-order frame injection by attacker node | ECU reset or counter initialization sync loss
0.516,0x100,Engine_Data,Vehicle Motion with Engine Off,Cross-Signal Logical Contradiction,CRITICAL,Logical Contradiction Rule Violation: 'Vehicle Motion with Engine Off' - Physically impossible vehicle movement: Speed reported > 10 km/h with Engine OFF,"State: Engine_Speed=0.0, Throttle_Pedal_Pct=0.0, Vehicle_Speed=45.0, Brake_Pedal_Pct=0.0",Valid Physical State Vector,Engine ECU message spoofing attack | Wheel speed sensor failure / malicious injection | CAN bus replay attack of speed telemetry frame
0.518,0x102,ABS_Brake_Data,Vehicle Motion with Engine Off,Cross-Signal Logical Contradiction,CRITICAL,Logical Contradiction Rule Violation: 'Vehicle Motion with Engine Off' - Physically impossible vehicle movement: Speed reported > 10 km/h with Engine OFF,"State: Engine_Speed=0.0, Throttle_Pedal_Pct=0.0, Vehicle_Speed=85.0, Brake_Pedal_Pct=0.0",Valid Physical State Vector,Engine ECU message spoofing attack | Wheel speed sensor failure / malicious injection | CAN bus replay attack of speed telemetry frame
0.52,0x101,Transmission_Data,Vehicle Motion with Engine Off,Cross-Signal Logical Contradiction,CRITICAL,Logical Contradiction Rule Violation: 'Vehicle Motion with Engine Off' - Physically impossible vehicle movement: Speed reported > 10 km/h with Engine OFF,"State: Engine_Speed=0.0, Throttle_Pedal_Pct=0.0, Vehicle_Speed=85.0, Brake_Pedal_Pct=0.0",Valid Physical State Vector,Engine ECU message spoofing attack | Wheel speed sensor failure / malicious injection | CAN bus replay attack of speed telemetry frame
0.52,0x101,Transmission_Data,Transmission in PARK while Moving,Cross-Signal Logical Contradiction,CRITICAL,Logical Contradiction Rule Violation: 'Transmission in PARK while Moving' - Physical contradiction: Gear reported in PARK (0) while vehicle speed > 5 km/h,"State: Engine_Speed=0.0, Throttle_Pedal_Pct=0.0, Vehicle_Speed=85.0, Brake_Pedal_Pct=0.0",Valid Physical State Vector,Transmission Control Module (TCM) signal spoofing | Faulty gear selector position sensor | False status message injection by compromised ECU
